,id,name,totalGrainPaid,totalCred
1154,QzWDDWxaH0Y7vpGDKFr9oA,Manansala-Crypto,,1.4474079853043356e-24
917,F0PwFbqq4JElLNwN1b2nOw,Psychocist,,1.4474079853043356e-24
923,VzFAieBdjvRvuxbIEFBrew,Sebastian---Ocean-Pearl,,1.4474079853043356e-24
922,ijQvAm4eTzAmmwhv3N5eFg,nicolaslaw-eth---,,1.4474079853043356e-24
921,3mRc4i2B1XuGhpyDNWB56A,moritzfelipe,,1.4474079853043356e-24
920,XNYWV0ZEcLGh7cMXxwBGLA,teraflops,,1.4474079853043356e-24
919,RprQksdQTwJi71xNWAt2Wg,MattyG,,1.4474079853043356e-24
918,2UE5Dxm66mejQwgphJrmcw,ypized,,1.4474079853043356e-24
916,dkKLadMsJ3f2lHN0BRnYQA,Rythm,,1.4474079853043356e-24
925,SkWRKUmbTXlMwh0pDqXouQ,-poppingxans,,1.4474079853043356e-24
915,E43UJXfQjkJPgbgdG1QHxA,Groovy,,1.4474079853043356e-24
914,Dehkm9JfmfeA2Bh4VjbyXw,Bernd,,1.4474079853043356e-24
913,P5jXCjknrUQ1pIXi3t6iKg,RomanS90,,1.4474079853043356e-24
912,1PjF4nENLTd1JozDJJBczA,Igor-Line,,1.4474079853043356e-24
911,2Wjt3S68DL08mSVrRVrrZw,Mattias,,1.4474079853043356e-24
910,WlYUzeHo86bJzsBsepPUeA,stepa-eth,,1.4474079853043356e-24
924,lBCMpKkkkmrfE9xyLzAPlA,nollied,,1.4474079853043356e-24
926,XnSqDrOUmkXtrVBEGZE2pQ,no-planet-b---PST,,1.4474079853043356e-24
1012,0gPcjgG4pc2XC2Qad5zUOQ,alex-ng,,1.4474079853043356e-24
935,mhv964PqdyFBJ5KZgFoDJw,Oconemy,,1.4474079853043356e-24
941,QorZ3PP9LfVw0Kzl17grVA,Mappy,,1.4474079853043356e-24
940,8BiNYED6wAAkrzXUWkPVEQ,J3T33X,,1.4474079853043356e-24
939,UgE7HRWuBP2erEaCwTlH7g,Nico,,1.4474079853043356e-24
938,iNyxd5IqeZG9tvub08lSDQ,sagarjethi,,1.4474079853043356e-24
937,pf2yFLSZrvNqlEtapskBUg,Cyrus,,1.4474079853043356e-24
936,juzfMOJdZZC42MJsY2nJrQ,Hollandor,,1.4474079853043356e-24
934,ENnf9nt13IVbIZxZK28rZg,Paul-B,,1.4474079853043356e-24
927,Fwxhda18bpAp3fECZHmnrQ,Marc-Skov-Madsen-BMC,,1.4474079853043356e-24
933,1d91LWebG025CyqYNnyIlg,ikonoklast,,1.4474079853043356e-24
932,0Yv4lLxa8XgNcX1QLLvmvQ,MrDragonFox,,1.4474079853043356e-24
931,ExV4buWsqfy1MhDHYK5C9Q,Julian---ReSource,,1.4474079853043356e-24
930,6OEJmKkPlsXOnHOQHPzO4A,vikiival---KodaDot,,1.4474079853043356e-24
929,JxD9grXBDiwME49YfzgXYQ,-SCH,,1.4474079853043356e-24
928,LmKPGLJJkKZSogVEEfODQw,Jozya,,1.4474079853043356e-24
909,fNo1k7HZasmEwY4YH9rWQA,AlexMagrian,,1.4474079853043356e-24
908,Ea6PyJq9AX3QUEaXKng6cQ,niksteel123,,1.4474079853043356e-24
907,3HjzVu0anHmXLJWnE0zRzw,console,,1.4474079853043356e-24
882,IjK38JqsmMKz9erX0Yvtdg,Alma,,1.4474079853043356e-24
888,O0ywAG7jfzbvY6td5sXvKg,Canislupus,,1.4474079853043356e-24
887,5qLSARNMFWCrXYA08BKg5Q,Zenboy,,1.4474079853043356e-24
886,ecpCpTrW3WmY0mtW8PDyqw,Vanilladelphia,,1.4474079853043356e-24
885,FdD4jzx1LPzLy7bEIwUBdw,Encore-Supa-Foundation,,1.4474079853043356e-24
884,HNzQnSMdH3k4MS25wpdVEw,Honey-B-,,1.4474079853043356e-24
883,WU0qRVkhQmhG0euA2OQKow,petrma,,1.4474079853043356e-24
881,65hzySdSx572XdFV1Jahyw,Orion-Reed,,1.4474079853043356e-24
906,plWzm3mwgtJ9eOKAKhpPLw,Sabado,,1.4474079853043356e-24
880,xbza936MAgmMJFBwEewP1w,sdf,,1.4474079853043356e-24
879,au0EnxJ7psWlAPuP8cRuAA,fahern,,1.4474079853043356e-24
878,DgalMFlkt7XlfpOkL4ko5A,TheWolf,,1.4474079853043356e-24
877,97nKAxsMqH2mMJK04WQz1A,Pashekun,,1.4474079853043356e-24
876,QBBd0kKNOWebMLgBTapNKg,tweetious,,1.4474079853043356e-24
875,gLt5YowHA4TQI4GtQbedWw,mrq,,1.4474079853043356e-24
889,CPo9b6Xe5gf6tvA5INjIrA,AndikaRizary,,1.4474079853043356e-24
890,g66cEvw8e1m1ghgdLQk6DQ,currico,,1.4474079853043356e-24
891,gPLKLphAsb16V20s26Kkcg,Bloodjuggles,,1.4474079853043356e-24
892,eVapaNeFjvvdk6IdqCz5Eg,Tech,,1.4474079853043356e-24
893,8I8XkMJ8AqiPQLSeMUbQYg,Osman---NEAR,,1.4474079853043356e-24
894,c8vEaC45nT3Vzijip9fjZg,Nevin,,1.4474079853043356e-24
895,cyjXjNvQ4ZdF9yYq5D2dOA,General-Valkova,,1.4474079853043356e-24
896,Ilx5nHe5ZG2jmpGP17YAXg,Kalki,,1.4474079853043356e-24
897,HEQR9qDyAFZse2LeXBZbsw,Robin--alpha-DataUnion-app-,,1.4474079853043356e-24
898,7H0Mt5AY8cw7mkDOlikg3Q,mikeg,,1.4474079853043356e-24
899,mGfnpHVSr3x5n8R7DeKZnQ,Sarah--alpha-dataunion-app-,,1.4474079853043356e-24
900,tjtZ9Gxt0HozQiYIEmOlbg,Christian-STL,,1.4474079853043356e-24
901,V6Zms5LFyELLO4fXWb9BrQ,Tomi,,1.4474079853043356e-24
902,7pgk8wNkrovoHLPAB79WwA,Jesse-T-,,1.4474079853043356e-24
903,9O5ZXUoVFBXNbwCaEDYmKA,captnamazing,,1.4474079853043356e-24
904,yHO1oUr2lMs8kjOH3YDBRQ,BinksSakeBron,,1.4474079853043356e-24
905,1ndpd7IkLEcE4Oi52wsjeQ,bleak,,1.4474079853043356e-24
942,oSJ7D4aKUmHvjvx1i8fLDA,delvaze,,1.4474079853043356e-24
943,zPvhkvKONyNgH8sYCXMS3Q,mitch,,1.4474079853043356e-24
944,4PDDjyyCYm8anV8629LwSw,Shampoo,,1.4474079853043356e-24
988,BnJ5k6FWZtrQ325PJkNylA,ceresbzns,,1.4474079853043356e-24
994,CgnJG8xrYIVx1DAeytjjfQ,2legit2quit,,1.4474079853043356e-24
993,SJYquRWaDCNejJ6WamVLhw,cCuelho,,1.4474079853043356e-24
992,yluMEWvI9Ng9Q16h3QVJ4g,DanielMomo,,1.4474079853043356e-24
991,SbCg2piG5iPQzNmcod5WAw,mellonges,,1.4474079853043356e-24
990,9HqWd1orTwRtbxeSJRS44Q,gene-discord,,1.4474079853043356e-24
989,zqn3IgaTbtnBqMlnZk8mrw,7AJ,,1.4474079853043356e-24
987,K5EO7cxva8e2OmxmF3Yj7Q,Aryaharel,,1.4474079853043356e-24
979,29mrJWPZI9gOVwMWwkPO7A,Hashbrown-----CryptoFam-,,1.4474079853043356e-24
986,RObZu1uqh7QuvwYfx4UWsg,CryptoHamilton,,1.4474079853043356e-24
985,rSLaiJKTwBXKNFrQRoUv2A,tjayrush,,1.4474079853043356e-24
984,obdXemDJeq1Qm6jwWx5NEw,artur-panach,,1.4474079853043356e-24
983,iWc5dKAApnRAZ7d38NE60A,wafo,,1.4474079853043356e-24
982,Gy8Tla1wrHN9SEe8XQIrFw,nylon,,1.4474079853043356e-24
981,f4V6WJJgjpSjZ3fyxfLdYg,Archi,,1.4474079853043356e-24
995,XtoNhr2oOR2G8xvqXvqfRw,ryanfy,,1.4474079853043356e-24
996,UZ8FRZowsYk1BveR4XQCyw,CC,,1.4474079853043356e-24
997,2rzgu4Wcjxi5ieSQVKOZbw,rb,,1.4474079853043356e-24
998,5QrLMVY49KmEUDkf79XptA,Parrachia,,1.4474079853043356e-24
999,25WqZOIq3N1BaJtNYLYWCw,vincez13,,1.4474079853043356e-24
1000,jsQ6Bpl57s93avBKLY9gTA,kenystev,,1.4474079853043356e-24
1001,PsePsEFl4ecQfEQ8ELU0Dw,phl,,1.4474079853043356e-24
1002,JrzNU5mFptwSbmo6I49WSQ,rdfbbx,,1.4474079853043356e-24
1003,kAgpLs0i42KSNORaQ8Nt1g,tempest,,1.4474079853043356e-24
1004,TA7Q2vh00piqUj9EHEeoNA,scoopy,,1.4474079853043356e-24
1005,VpOFA2VT0FX0CySM5hO8nA,GideonRo-discord,,1.4474079853043356e-24
1006,VV5rCjouOjztJT5BGIO5pw,kaderallam,,1.4474079853043356e-24
1007,zEcEoHR8aqd7ZW0Pa5FAkA,scharfnado,,1.4474079853043356e-24
1008,YG8wBkjtY5npVun6a9nEPA,Krisma,,1.4474079853043356e-24
1009,Mpfw5zPNV3ECV513PkDv9A,mcb2001,,1.4474079853043356e-24
1010,e044gJCkLhnnRWgIOcxNmw,andrej,,1.4474079853043356e-24
1011,5cMf10Kat1zDvbQGczaVdg,Motoma,,1.4474079853043356e-24
980,y1KwXiWBjZ1CO0o6COw1PA,monomesa,,1.4474079853043356e-24
978,sgXnq5IVESQBkZj3igUv3Q,-marie,,1.4474079853043356e-24
945,MEzd7VF87ep820VZf8fd0g,ToucaN,,1.4474079853043356e-24
953,bmw5cy1XXD069JJPoQvUBg,HarryPotterCookBook,,1.4474079853043356e-24
959,5T5C1P6vZwHy3kLJcGQWig,drprk-eth,,1.4474079853043356e-24
958,8l9wM8dpReAhPNLtQA0gSA,vzmind,,1.4474079853043356e-24
957,og2hLmmbNv7yfnUJPRYX1w,Max,,1.4474079853043356e-24
956,EgA3KQq0dh5o2jvWyxASxA,Jerianeth,,1.4474079853043356e-24
955,x7Eqe04HVOwERzXk9JflHw,soheilstar,,1.4474079853043356e-24
954,cyFe4GvN9fdZiayEGBXmzA,SyBer,,1.4474079853043356e-24
952,XrXRvPkmkAPtpw7PjdSjJA,Hieu-Dao,,1.4474079853043356e-24
977,juZT9egeCDlMQFgoWfwHPA,CarsonCase,,1.4474079853043356e-24
951,XNEyseFKB5On9mbFxK359Q,meiji163,,1.4474079853043356e-24
950,AlQJSqI0Z4EXIKLbvD31Sw,Matteo---Idle-DAO,,1.4474079853043356e-24
949,s8ekQmK1fybUjcRBkwKqmw,ChaosC,,1.4474079853043356e-24
948,G2WKN3EfaFjE7ZmL12g2Hw,100Rmage,,1.4474079853043356e-24
947,jxzbNmoEWozMPRgtKmWqwg,Henri-Tapani-Heinonen,,1.4474079853043356e-24
946,WJ3Z5oCVn3qRMLmFkygtgw,L0GYKAL---APWine--,,1.4474079853043356e-24
960,lBR0A5sWS3kWhBzQUWJVwA,aar0n,,1.4474079853043356e-24
961,jToltjNk55afb0Y38BtB4Q,icemoon,,1.4474079853043356e-24
962,VJU5kANOIvQJy0WFpf0PmQ,------------------3--3-,,1.4474079853043356e-24
963,vfLEVIXQMLzWeJCKil8wCQ,Audy,,1.4474079853043356e-24
964,qSlI51RTkm1mKsyfvc7oGg,Broodsugar,,1.4474079853043356e-24
965,0wSYR8YExDR5aY7Smv5X9g,Rikko,,1.4474079853043356e-24
966,xz45etx1P8RcwiwzLqFLYQ,-Buddha-,,1.4474079853043356e-24
967,O0Z81HagpsgKHkC4WwV35Q,---kyle-stargarden,,1.4474079853043356e-24
968,DM0EqWSOS1g89f0P6YZzEw,souravinsights-eth,,1.4474079853043356e-24
969,7JosBAK3T6tN7efpvKwkDw,lukasab,,1.4474079853043356e-24
970,n6RPMJjRDPqmuejs6iycqQ,marhali,,1.4474079853043356e-24
971,ehWZhDbPswsDBzVn8BOOlQ,satoshi-btc,,1.4474079853043356e-24
972,gMfDq6eDpYpyp8h6n5D4aQ,imsandwich,,1.4474079853043356e-24
973,4EJuZnntnmnwJBKl89Pkwg,zer01ne,,1.4474079853043356e-24
974,zHJ9fbBradBWTePf71AUpA,angeluzC,,1.4474079853043356e-24
975,VDJCvZn4eoP7OuRAbZjOWg,Ismail-Kamdar,,1.4474079853043356e-24
976,9mPlvFyoDboWZnePSd3gOQ,ranadeep,,1.4474079853043356e-24
1153,MH7z8LHyKMC9J2ZAU2MtWQ,Austin,,1.4474079853043356e-24
1155,WHaKHwgw5uDegVdR64dYqw,-omen-,,1.4474079853043356e-24
873,5n36LbWdp4UEjjOQJvTZjA,anisoptera,,1.4474079853043356e-24
1340,XxlNgb1DKpJswKkmyWxZFg,Octavius,,1.4474079853043356e-24
1346,RsQCb7rjXRlWXfvVU2gRGg,Ali---Tendermint,,1.4474079853043356e-24
1345,S8QuNLvC0O3Qq8ar5HBnMg,panda-hk,,1.4474079853043356e-24
1344,WWoIxvpkUqI5NWoG6DEXiw,Vyvy-vi-discord,,1.4474079853043356e-24
1343,4o2hEKmZeCwzxta5tGSRDg,daoboymatt,,1.4474079853043356e-24
1342,YBHWJkLQfezK2NWQ8WoA8A,0xGiuli0,,1.4474079853043356e-24
1341,fON2r6YmQgBUbl6hNx8snQ,Bishupz1,,1.4474079853043356e-24
1339,C7wFx8lvEH8Qg0Juwuqc8A,kinshuk,,1.4474079853043356e-24
1348,0BPGJc8hrLUAKwtY18rYYg,r--y--a--n,,1.4474079853043356e-24
1338,4dvbk88P9QKUlJrYg9kGiw,Por-,,1.4474079853043356e-24
1337,8pTEfooBO3sdFKmhbF0Cjw,Finesto,,1.4474079853043356e-24
1336,rqWzqTXYIjB0yYuLw6tkWg,intothemoon12,,1.4474079853043356e-24
1335,99VNQlAZDeCG7579LtRzrg,sdm707,,1.4474079853043356e-24
1334,3p8yq30MWZuxs9LEx0fXdw,FH,,1.4474079853043356e-24
1333,O5Po4FL6vLyfY1lIxfvowQ,Cesar,,1.4474079853043356e-24
1347,GDKsg5ASWVh1s1a2s6uGfw,Babble,,1.4474079853043356e-24
1349,2mbhmNUkLYMFvFWMnSb4xw,mell0rdZz,,1.4474079853043356e-24
1296,wv5PjtGgGE5snzeoAWFbtw,Visc--------,,1.4474079853043356e-24
1358,GYuDbPVbvWRWVHgvOWV2Gg,zumzumzumzum,,1.4474079853043356e-24
1364,sXwoW5svqUlmKRReovflsg,yuanli,,1.4474079853043356e-24
1363,FxHXG2DMpwWfv6t4pu7mwA,Re-em--------,,1.4474079853043356e-24
1362,vOPspM0CaxNY01Cj1Y6HOQ,Peter-Nobels---Vitallity,,1.4474079853043356e-24
1361,xDDVPJhkU0uy7hl2ARfmMw,Javi---jgonz-eth,,1.4474079853043356e-24
1360,0u6A0aM6N2VPzhKi6z4ZIw,Nevo0528,,1.4474079853043356e-24
1359,zEVwEwwNbUmSOzXE8w7XKQ,Schulze,,1.4474079853043356e-24
1357,wBq84jKkQErBLF9UvInF2g,Nxo,,1.4474079853043356e-24
1350,VVQO9ILW2YVeDaO9RePbBA,bitsikka,,1.4474079853043356e-24
1356,S4cjfMd1lcJ3i1G2BhgI2Q,LeMaXxX,,1.4474079853043356e-24
1355,f5Xn62NlHGZZYqbfMndnMw,antst,,1.4474079853043356e-24
1354,lMwf480U56ofrEAlVnYodg,gsusin,,1.4474079853043356e-24
1353,4uqc6LCEEg2eF0oELq1ogg,Lutzar,,1.4474079853043356e-24
1352,hlcpagviwkF9Ejnon9Dbng,mindsgn,,1.4474079853043356e-24
1351,8cNKxUKFgku3JkV1gY91Lw,tacotexmex,,1.4474079853043356e-24
1332,GRiGPikzL16HvGMTWZAbXw,Dmitry,,1.4474079853043356e-24
1331,RsQLePKQCoBDNW4JxHgBpA,honey-bee,,1.4474079853043356e-24
1330,q8yCLWQvu4wg54SAT1jHyw,Turquoise,,1.4474079853043356e-24
1305,xLyiV9MDIkuEHvIDkd3lnw,Mike---Superfluid,,1.4474079853043356e-24
1311,JNP7qBMOe3s2efLPBaalHA,GuillaumeAugais,,1.4474079853043356e-24
1310,inE7NvHlwLU1g579W1rnUw,AstroDave,,1.4474079853043356e-24
1309,OLNKWRJA1VT5Yo5PmFaLLA,iemrehan,,1.4474079853043356e-24
1308,QZizgq8SJQGlpofOnJmF2Q,Caeser--PST-,,1.4474079853043356e-24
1307,irpUa1Nxl0ohrEVWvsZg4Q,oceanbyte,,1.4474079853043356e-24
1306,5BKcLb1Y1fE4dgxRhLMo3A,BT---,,1.4474079853043356e-24
1304,9EOHXv1loXP5CZIa8RurGg,kkenezz,,1.4474079853043356e-24
1329,SVYE5Yv9VK28lndwJyd3JA,fakepixels,,1.4474079853043356e-24
1303,VQu0n5algJ2KMOM2pdmYGQ,waxcal,,1.4474079853043356e-24
1302,0xvilpVQPQB1VUn5rYO85w,-Uvizius-Dok-Nurquan-,,1.4474079853043356e-24
1301,ocJ5ZkzmL9xwbkrGCeRqag,0xR0R0,,1.4474079853043356e-24
1300,APCVVXNbBfLvqlmMLYJvnw,Gerard-Persoon,,1.4474079853043356e-24
1299,lgpOEM26D40WasGV5BIlbw,Serge,,1.4474079853043356e-24
1298,Q1L3N25XmC2b7w2z6d572w,octavioesc,,1.4474079853043356e-24
1312,WaxT8afe4byyU651v48beQ,vengist,,1.4474079853043356e-24
1313,0QpYjIjcPEFymlIXKn473Q,Aldo-Raine,,1.4474079853043356e-24
1314,P900HXFRI8weMpsdFRzDmQ,David---ReSource,,1.4474079853043356e-24
1315,9WQw3NuPEkfwi2cjywwUrg,sendo-warrior,,1.4474079853043356e-24
1316,V3pqlwiGoDD2DrQIQQ6j6Q,Ferum-56,,1.4474079853043356e-24
1317,7Z9hvRhmE59AqeUyKbDcjA,F-PG,,1.4474079853043356e-24
1318,JtZGeL6LP4klCxBnSnbp9A,DarrenZ,,1.4474079853043356e-24
1319,flBXPpoAAglYghEG9UQO8g,CleanTech,,1.4474079853043356e-24
1320,xrmbIkApuoU7708NyW3qYQ,calsbot,,1.4474079853043356e-24
1321,Y9NyhNJPJqMpM38kjRTBmQ,lrnt,,1.4474079853043356e-24
1322,YQbujnv0lxaehnszNR0k0g,Vipin,,1.4474079853043356e-24
1323,dAeCQE7Hei7kByaDhN9d3g,Jennifer-Tran---pythonspacecadet,,1.4474079853043356e-24
1324,0q5qe1XRE6WtQQpOs9A6Wg,chris-r,,1.4474079853043356e-24
1325,3y4dkkLemz37Md7mM1l0cw,descipher,,1.4474079853043356e-24
1326,z2BqoVEecMFGXBR4J6D3kA,skamter,,1.4474079853043356e-24
1327,o4YyfppWSAj3QHZBD6yvjg,lakishajenkins,,1.4474079853043356e-24
1328,yJByg3BjEOyLaVeVwdGp4w,samkuhlmann,,1.4474079853043356e-24
1365,lekVO8WwXxvo6T7u70Q1GA,voronkovventures,,1.4474079853043356e-24
1366,wMG8JRV056gd5jeJVSbMJw,georgeroman,,1.4474079853043356e-24
1367,SGOnxBCM3mdwnoyDCqppQQ,linkederic,,1.4474079853043356e-24
1411,DeB3QfVygfqhL4f0QB9LvQ,ChidiChuks,,1.4474079853043356e-24
1417,Z85anJyS7c4zByb18et00w,Ghoulash,,1.4474079853043356e-24
1416,YFZZuD4LPeATv6hXIoCrOw,Rudra-Team-Alpha,,1.4474079853043356e-24
1415,VuGQx7Cv3xEglBaYr2PkoA,KashirtsevDM,,1.4474079853043356e-24
1414,jGtPTrebLEkJboHltRObgw,BohnJancock,,1.4474079853043356e-24
1413,Aiot3mYNlZc1CDGgiORXoA,gzanitti,,1.4474079853043356e-24
1412,8IaumMa12rF13EGC2qlQsg,s-an,,1.4474079853043356e-24
1410,Mz0bzESx7DY7VtGWBcJ6Wg,Severin,,1.4474079853043356e-24
1402,AqN6W1z1Gzm0P9BajHKuyQ,not-ana,,1.4474079853043356e-24
1409,6Jb4e99CpHySbD1pRIBohQ,reiterate,,1.4474079853043356e-24
1408,Kn82EQOc5Zyi5U8UDaYYiA,SweptbackCat,,1.4474079853043356e-24
1407,SwfV1hlmxyLbFdHjFYl0Cg,Mark-Date,,1.4474079853043356e-24
1406,GaPrUbWNA3cP8BlEWwcM1w,B-,,1.4474079853043356e-24
1405,KQHojNgeZInOB9euGuZOAA,Leen,,1.4474079853043356e-24
1404,GdRJwrwaY0Skcz4W49PEUQ,elizabeth-trykin,,1.4474079853043356e-24
1418,mQHgid1a1GqpD8WCnkS4hw,josolnik-discord,,1.4474079853043356e-24
1419,8Xz10MLrLcZH4D4eUQIaAA,kishoraditya,,1.4474079853043356e-24
1420,qEBJ3lKRDD0PJVH7R8pmKg,kn00t---------,,1.4474079853043356e-24
1421,wvm7xDaGfblKbYG2xt0qQg,firat,,1.4474079853043356e-24
1422,z5o3VeD8xhanHdG1plVcwQ,orangekoolaid,,1.4474079853043356e-24
1423,UB2L5OcQYQ4RO5ZCM2jneQ,Buschmann,,1.4474079853043356e-24
1424,ikwPG7zz1MYnglBaQJnpng,mo,,1.4474079853043356e-24
1425,hM2SmBK1GXPWleimKR8LWg,fforbeck,,1.4474079853043356e-24
1426,jby4vcW4nHGHMxmybKaeJQ,celestino,,1.4474079853043356e-24
1427,rM2HJfaqHaIQgqaB9rK2Uw,Usua--Silver,,1.4474079853043356e-24
1428,bQ5OapKO1XHPfwV4eGWv7A,eranmeir,,1.4474079853043356e-24
1429,jlin8Vg90dO88sdyZ033Sw,Fernando---Balancer,,1.4474079853043356e-24
1430,7SWrk9uKwQ3HA3EH28l8vA,TimL,,1.4474079853043356e-24
1431,uzRA3bptwhB4DnIY4iXe6w,BenW,,1.4474079853043356e-24
1432,DybVSqeIMbMnpLOorvmRog,tsubaki,,1.4474079853043356e-24
1433,7HRHknUZ0Xjuarxtrx8Nsg,charris,,1.4474079853043356e-24
1434,eUd1bnRdNobCD7Qt9x5wHg,Obstsalat,,1.4474079853043356e-24
1403,rSglVqEFz78ouLU3jpiWeg,Rudi,,1.4474079853043356e-24
1401,YrYbiqyQzPQhZr061bpVYw,NullPatient,,1.4474079853043356e-24
1368,fdOlG2vCKaD7Vp92T9L9KA,wip,,1.4474079853043356e-24
1376,AbGdqdWmQ43vUOv3H1T5NQ,PVAustin,,1.4474079853043356e-24
1382,WzIyyQsY7SL9fyDPRxYlDw,Josh-Paz,,1.4474079853043356e-24
1381,LV1F3jvlOIznz80lCAk3Ow,Brian-CG,,1.4474079853043356e-24
1380,Cg5YCAV2gnw8iZSdGafrQg,Lord-T-ng-ki,,1.4474079853043356e-24
1379,t46KEgXrV1HvFm2c9zgQhQ,aeroxander,,1.4474079853043356e-24
1378,vhR9YzqVfdzWI8JF8iehNQ,dev0x,,1.4474079853043356e-24
1377,3rdMpN50H8OGW26PTOBdhA,crypto0243,,1.4474079853043356e-24
1375,qVgjXa9VD05SxH0Jt2xuag,cm1-s,,1.4474079853043356e-24
1400,HWh3HLeDHG0cke8dNx3FDg,agugo3,,1.4474079853043356e-24
1374,g2AC0eK04QRNMup7dWWmaA,p1gp3n,,1.4474079853043356e-24
1373,AMpFOrZXOpVBt0wp3Xi74Q,Rohan-Garg---Biconomy,,1.4474079853043356e-24
1372,91wcnvL8sVa0tWsZrgVMKg,aichain,,1.4474079853043356e-24
1371,WTPy7QceoRWk7Ugr1w4fZg,ChowTrader,,1.4474079853043356e-24
1370,zp5be4MVjs3oA5AYZd2M6g,disouzaleo,,1.4474079853043356e-24
1369,Q1BH3Ag0Ezg6ZMlsZpDAfw,cryptobird,,1.4474079853043356e-24
1383,xQ03ObGiy7zv5vFRAFzl2A,drj3kl,,1.4474079853043356e-24
1384,Vs1AjM0ooiDnV0c948PA3Q,Dierkness,,1.4474079853043356e-24
1385,dFQwl3ID9V635bsDZYB6XQ,Andre-Salles,,1.4474079853043356e-24
1386,QuVXmlYxTG5o3ckSQDaKIQ,lila,,1.4474079853043356e-24
1387,w0wpP09rtzpqJq4R9hgPBw,RyanCrucible,,1.4474079853043356e-24
1388,NBYEr5z67yIWfQSoZlIpQQ,huskymoon,,1.4474079853043356e-24
1389,a4f0w4krl06Wdt1Ozs0vog,wschwab,,1.4474079853043356e-24
1390,8M4pN8s841aqK1zEdSoMMg,Jhonny-G-mez,,1.4474079853043356e-24
1391,U85xEj2M4N4Ik3P2AuZv7A,AMP,,1.4474079853043356e-24
1392,znI0IyGgEIv7HVfoRtYm3A,cdawg,,1.4474079853043356e-24
1393,nbqnkHB5E2fr5ZFynjG1fw,Miss4f,,1.4474079853043356e-24
1394,DuvjBwROmVnZXhNI9v75sw,Benjamin-S,,1.4474079853043356e-24
1395,RmOnrMi3JPn7tWjrg3Esbw,mehmetbozkurt2001,,1.4474079853043356e-24
1396,57vlj3zpcaqcOMsRJPUBZQ,Gyan0890,,1.4474079853043356e-24
1397,wqDE3xxAPPg1qLIJfeA2ew,DubGeis,,1.4474079853043356e-24
1398,pFqO7Gwney8zCvZINC25XA,William-Christopher-David-Chen,,1.4474079853043356e-24
1399,Ulz1VBwehRIlQ0gWrqox0A,crispr-boys,,1.4474079853043356e-24
1297,JJW9KUeDRvyrd9FNj0113w,Sidzuka,,1.4474079853043356e-24
1295,3D8Y0sQVJOWgvBqsgsKg5Q,llllvvuu,,1.4474079853043356e-24
1156,8yL82ror6woH4WLa5Z4r1A,hotkartoffel,,1.4474079853043356e-24
1199,ouQKOxycP0sMGfvod9Tg1A,tinchodmc,,1.4474079853043356e-24
1205,c1zm0HWu51LL5DKnrNNN6w,Peti,,1.4474079853043356e-24
1204,KEJL9hj8w4VZ591ntGJoGw,vishalsachdev-eth,,1.4474079853043356e-24
1203,sbMEB7m0BRobSZVWBUOlAA,sjdthree,,1.4474079853043356e-24
1202,c2Dmg4PbBx6q335vNjw8YA,cryptonaut,,1.4474079853043356e-24
1201,O4s2nvVBx6VHBTwLoXBjHw,truja,,1.4474079853043356e-24
1200,NEvGEbkckWDy9A4W2YYc3A,Josh,,1.4474079853043356e-24
1198,5FYErHWS5t7rkjYdoYb7kw,holding-in-luxembourg,,1.4474079853043356e-24
1207,t1wuDPaQbA98ZxxBaAE0uw,inkymaze,,1.4474079853043356e-24
1197,RN7X16Y7Jl8oGmYA8UXCjA,hyggeibrugge,,1.4474079853043356e-24
1196,1gBS2NL6GE4cAkR6vDt9lQ,Davion,,1.4474079853043356e-24
1195,MA1GmDbPwPNTkxR6pQYLtQ,MichaelMagic,,1.4474079853043356e-24
1194,fw5waa6f6o3rmdeVZckY0w,DogeKing,,1.4474079853043356e-24
1193,RM516wj1UohjvbYaiRDSMw,Krip,,1.4474079853043356e-24
1192,EfMBXVNu635SlJEyNuOwZA,jedi,,1.4474079853043356e-24
1206,4UM3CyPOSnnbVtVGT3F1Xg,Jiajia---BlockScience,,1.4474079853043356e-24
1208,EG0jkkQyxpppdJSKXO2P9w,DimiChatzi,,1.4474079853043356e-24
1294,d2iW699Qt4OvwotvF1KpgA,Alex-N---0xCord,,1.4474079853043356e-24
1217,1FxQQkIyLQ0sk4SEpNBznw,mutenroshi,,1.4474079853043356e-24
1223,SntPsR3cqM3A2J29bLVrnw,hruday,,1.4474079853043356e-24
1222,zHxtA1Eo2BUjFqOZPJjPAA,Wim,,1.4474079853043356e-24
1221,eOJT6PxY59UR53kQSEA7nA,order2cubes,,1.4474079853043356e-24
1220,2p6h6mw3b9H3nJdESqf2ww,Sam-Sends---Glass,,1.4474079853043356e-24
1219,OotWAAtop8epNVz5wsJZww,hodrthemediocre,,1.4474079853043356e-24
1218,zmfx45AwRGfyKgOmK9ggLw,quantumfinance,,1.4474079853043356e-24
1216,gNWIyzk51h1wOO2hWMSlSw,Media,,1.4474079853043356e-24
1209,ZBN9BtXdopa85A0vwv7U0Q,redKanga,,1.4474079853043356e-24
1215,JaC4QJwAVkMjSp9uMotNKQ,Dreamer,,1.4474079853043356e-24
1214,N8HRtmoyLZubf6NMuykHXA,influenza,,1.4474079853043356e-24
1213,hwMiWN70QxaevwUmroHY8w,harsha549,,1.4474079853043356e-24
1212,hDRS4CVQMHbERYl4j2NdZQ,ddyas,,1.4474079853043356e-24
